sn,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,class
459,886,1021,832,1175,2784,3318,3274,3438,1662,953,6422
460,800,930,736,1113,2801,3495,3142,3614,1582,866,6422
461,779,908,657,1095,2976,3816,3870,3948,1507,715,6422
462,779,940,664,1095,2976,3816,3894,3948,1507,715,6422
463,832,993,814,1175,2784,3318,3222,3438,1662,953,6422
464,780,919,673,1094,3004,3837,3982,3963,1534,752,6422
465,779,908,657,1095,2976,3816,3870,3948,1507,715,6422
466,773,902,688,1113,2801,3495,3846,3614,1582,866,6422
467,803,948,693,1127,2789,3427,3894,3525,1608,852,6422
468,810,922,652,1102,2950,3830,3894,3940,1525,758,6422
469,824,942,733,1160,2657,3384,3248,3495,1533,801,6422
470,769,902,701,1099,2890,3823,3686,3927,1499,744,6422
471,766,929,697,1175,2784,3318,3748,3438,1662,953,6422
472,810,925,694,1130,2751,3644,3848,3661,1556,792,6422
473,780,919,673,1094,3004,3837,3982,3963,1534,752,6422
474,783,915,688,1099,2890,3823,3720,3927,1499,744,6422
475,783,897,683,1094,3004,3837,3882,3963,1534,752,6422
476,809,908,664,1134,2801,3558,3602,3610,1501,746,6422
477,859,933,699,1135,2724,3463,3608,3637,1567,800,6422
478,769,902,701,1099,2890,3823,3686,3927,1499,744,6422
479,763,926,660,1134,2801,3558,3802,3610,1501,746,6422
480,779,908,657,1095,2976,3816,3870,3948,1507,715,6422
481,809,908,664,1134,2801,3558,3602,3610,1501,746,6422
482,800,930,736,1113,2801,3495,3142,3614,1582,866,6422
483,760,913,661,1095,2976,3816,3826,3948,1507,715,6422
484,810,922,652,1102,2950,3830,3894,3940,1525,758,6422
485,771,894,682,1122,2906,3642,3740,3824,1526,754,6422
486,792,915,673,1113,2801,3495,3836,3614,1582,866,6422
487,813,959,750,1134,2801,3558,3642,3610,1501,746,6422
488,779,940,664,1095,2976,3816,3894,3948,1507,715,6422
489,832,993,814,1175,2784,3318,3222,3438,1662,953,6422
490,810,922,652,1102,2950,3830,3894,3940,1525,758,6422
491,769,902,701,1099,2890,3823,3686,3927,1499,744,6422
492,798,921,669,1099,2890,3823,3870,3927,1499,744,6422
493,769,902,701,1099,2890,3823,3686,3927,1499,744,6422
494,766,902,657,1099,2890,3823,3870,3927,1499,744,6422
495,798,921,669,1099,2890,3823,3870,3927,1499,744,6422
496,769,902,701,1099,2890,3823,3686,3927,1499,744,6422
497,798,921,669,1099,2890,3823,3870,3927,1499,744,6422
498,840,938,698,1118,2893,3683,3758,3804,1493,745,6422
499,760,913,661,1095,2976,3816,3826,3948,1507,715,6422
500,788,911,702,1175,2784,3318,3786,3438,1662,953,6422
501,763,926,660,1134,2801,3558,3802,3610,1501,746,6422
502,803,948,693,1127,2789,3427,3894,3525,1608,852,6422
503,497,692,481,937,3017,4233,4440,4316,1468,733,6422
504,511,658,470,937,3017,4233,4360,4316,1468,733,6422
505,507,735,475,925,2983,4163,4440,4307,1517,801,6422
506,511,658,470,937,3017,4233,4360,4316,1468,733,6422
507,490,646,449,867,2947,4134,4408,4292,1394,700,6422
508,523,725,468,937,3017,4233,4448,4316,1468,733,6422
509,476,655,467,867,2947,4134,4428,4292,1394,700,6422
510,494,659,470,865,2902,4194,4468,4400,1373,682,6422
511,490,646,449,867,2947,4134,4408,4292,1394,700,6422
512,480,664,499,962,2850,4080,4464,4171,1574,855,6422
513,484,642,447,867,2947,4134,4408,4292,1394,700,6422
514,480,664,499,962,2850,4080,4464,4171,1574,855,6422
515,496,677,496,991,2885,4019,4468,4193,1573,849,6422
516,507,735,475,925,2983,4163,4440,4307,1517,801,6422
517,460,669,450,925,2983,4163,4320,4307,1517,801,6422
518,460,669,450,925,2983,4163,4320,4307,1517,801,6422
519,526,750,547,962,2850,4080,4072,4171,1574,855,6422
520,484,653,460,867,2947,4134,4352,4292,1394,700,6422
521,487,638,475,962,2850,4080,4468,4171,1574,855,6422
522,494,659,470,865,2902,4194,4468,4400,1373,682,6422
523,497,698,476,991,2885,4019,4416,4193,1573,849,6422
524,507,735,475,925,2983,4163,4440,4307,1517,801,6422
525,480,664,499,962,2850,4080,4464,4171,1574,855,6422
526,484,642,447,867,2947,4134,4408,4292,1394,700,6422
527,526,750,547,962,2850,4080,4072,4171,1574,855,6422
528,460,669,450,925,2983,4163,4320,4307,1517,801,6422
529,504,655,465,865,2902,4194,4448,4400,1373,682,6422
530,460,669,450,925,2983,4163,4320,4307,1517,801,6422
531,504,723,501,925,2983,4163,4372,4307,1517,801,6422
532,568,742,598,962,2850,4080,4046,4171,1574,855,6422
533,480,664,499,962,2850,4080,4464,4171,1574,855,6422
534,484,642,447,867,2947,4134,4408,4292,1394,700,6422
535,497,698,476,991,2885,4019,4416,4193,1573,849,6422
536,504,655,465,865,2902,4194,4448,4400,1373,682,6422
537,490,646,449,867,2947,4134,4408,4292,1394,700,6422
538,507,735,475,925,2983,4163,4440,4307,1517,801,6422
539,507,735,475,925,2983,4163,4440,4307,1517,801,6422
540,490,646,449,867,2947,4134,4408,4292,1394,700,6422
541,496,677,496,991,2885,4019,4468,4193,1573,849,6422
542,523,725,468,937,3017,4233,4448,4316,1468,733,6422
543,497,692,481,937,3017,4233,4440,4316,1468,733,6422
544,484,653,460,867,2947,4134,4352,4292,1394,700,6422
545,487,638,475,962,2850,4080,4468,4171,1574,855,6422
546,497,698,476,991,2885,4019,4416,4193,1573,849,6422
547,490,646,449,867,2947,4134,4408,4292,1394,700,6422
548,496,677,496,991,2885,4019,4468,4193,1573,849,6422
549,504,655,465,865,2902,4194,4448,4400,1373,682,6422
550,464,651,461,865,2902,4194,4428,4400,1373,682,6422
551,523,725,468,937,3017,4233,4448,4316,1468,733,6422
552,487,638,475,962,2850,4080,4468,4171,1574,855,6422
553,497,682,538,991,2885,4019,4252,4193,1573,849,6422
554,487,638,475,962,2850,4080,4468,4171,1574,855,6422
555,504,655,465,865,2902,4194,4448,4400,1373,682,6422
556,490,646,449,867,2947,4134,4408,4292,1394,700,6422
557,484,653,460,867,2947,4134,4352,4292,1394,700,6422
558,480,664,499,962,2850,4080,4464,4171,1574,855,6422
559,504,655,465,865,2902,4194,4448,4400,1373,682,6422
560,504,655,465,865,2902,4194,4448,4400,1373,682,6422
561,490,646,449,867,2947,4134,4408,4292,1394,700,6422
562,497,698,476,991,2885,4019,4416,4193,1573,849,6422
563,480,664,499,962,2850,4080,4464,4171,1574,855,6422
564,476,655,467,867,2947,4134,4428,4292,1394,700,6422
565,484,642,447,867,2947,4134,4408,4292,1394,700,6422
566,513,717,526,991,2885,4019,4196,4193,1573,849,6422
567,507,735,475,925,2983,4163,4440,4307,1517,801,6422
568,511,658,470,937,3017,4233,4360,4316,1468,733,6422
569,511,658,470,937,3017,4233,4360,4316,1468,733,6422
570,470,652,463,865,2902,4194,4364,4400,1373,682,6422
571,504,655,465,865,2902,4194,4448,4400,1373,682,6422
572,484,653,460,867,2947,4134,4352,4292,1394,700,6422
573,497,698,476,991,2885,4019,4416,4193,1573,849,6422
574,497,692,481,937,3017,4233,4440,4316,1468,733,6422
575,511,658,470,937,3017,4233,4360,4316,1468,733,6422
576,497,698,476,991,2885,4019,4416,4193,1573,849,6422
577,504,655,465,865,2902,4194,4448,4400,1373,682,6422
578,496,677,496,991,2885,4019,4468,4193,1573,849,6422
579,497,682,538,991,2885,4019,4252,4193,1573,849,6422
580,511,658,470,937,3017,4233,4360,4316,1468,733,6422
581,490,646,449,867,2947,4134,4408,4292,1394,700,6422
582,497,692,481,937,3017,4233,4440,4316,1468,733,6422
583,476,655,467,867,2947,4134,4428,4292,1394,700,6422
584,494,659,470,865,2902,4194,4468,4400,1373,682,6422
585,476,655,467,867,2947,4134,4428,4292,1394,700,6422
586,511,658,470,937,3017,4233,4360,4316,1468,733,6422
587,460,669,450,925,2983,4163,4320,4307,1517,801,6422
588,490,646,449,867,2947,4134,4408,4292,1394,700,6422
589,504,655,465,865,2902,4194,4448,4400,1373,682,6422
590,480,664,499,962,2850,4080,4464,4171,1574,855,6422
591,470,652,463,865,2902,4194,4364,4400,1373,682,6422
592,523,725,468,937,3017,4233,4448,4316,1468,733,6422
593,484,642,447,867,2947,4134,4408,4292,1394,700,6422
594,480,664,499,962,2850,4080,4464,4171,1574,855,6422
595,484,653,460,867,2947,4134,4352,4292,1394,700,6422
596,526,750,547,962,2850,4080,4072,4171,1574,855,6422
597,526,750,547,962,2850,4080,4072,4171,1574,855,6422
598,504,655,465,865,2902,4194,4448,4400,1373,682,6422
599,476,655,467,867,2947,4134,4428,4292,1394,700,6422
600,460,669,450,925,2983,4163,4320,4307,1517,801,6422
601,487,638,475,962,2850,4080,4468,4171,1574,855,6422
602,490,646,449,867,2947,4134,4408,4292,1394,700,6422
603,526,750,547,962,2850,4080,4072,4171,1574,855,6422
604,496,677,496,991,2885,4019,4468,4193,1573,849,6422
605,456,671,473,937,3017,4233,4284,4316,1468,733,6422
606,497,698,476,991,2885,4019,4416,4193,1573,849,6422
607,497,698,476,991,2885,4019,4416,4193,1573,849,6422
608,497,692,481,937,3017,4233,4440,4316,1468,733,6422
609,523,725,468,937,3017,4233,4448,4316,1468,733,6422
610,490,646,449,867,2947,4134,4408,4292,1394,700,6422
611,496,677,496,991,2885,4019,4468,4193,1573,849,6422
612,476,655,467,867,2947,4134,4428,4292,1394,700,6422
613,497,682,538,991,2885,4019,4252,4193,1573,849,6422
614,504,723,501,925,2983,4163,4372,4307,1517,801,6422
615,470,652,463,865,2902,4194,4364,4400,1373,682,6422
616,456,671,473,937,3017,4233,4284,4316,1468,733,6422
617,511,658,470,937,3017,4233,4360,4316,1468,733,6422
618,470,652,463,865,2902,4194,4364,4400,1373,682,6422
619,464,651,461,865,2902,4194,4428,4400,1373,682,6422
620,494,659,470,865,2902,4194,4468,4400,1373,682,6422
621,487,681,458,925,2983,4163,4220,4307,1517,801,6422
622,460,669,450,925,2983,4163,4320,4307,1517,801,6422
623,504,655,465,865,2902,4194,4448,4400,1373,682,6422
624,490,646,449,867,2947,4134,4408,4292,1394,700,6422
625,504,655,465,865,2902,4194,4448,4400,1373,682,6422
626,511,658,470,937,3017,4233,4360,4316,1468,733,6422
627,480,664,499,962,2850,4080,4464,4171,1574,855,6422
628,523,725,468,937,3017,4233,4448,4316,1468,733,6422
629,513,717,526,991,2885,4019,4196,4193,1573,849,6422
630,511,658,470,937,3017,4233,4360,4316,1468,733,6422
631,507,735,475,925,2983,4163,4440,4307,1517,801,6422
632,511,658,470,937,3017,4233,4360,4316,1468,733,6422
633,513,717,526,991,2885,4019,4196,4193,1573,849,6422
634,476,655,467,867,2947,4134,4428,4292,1394,700,6422
635,456,671,473,937,3017,4233,4284,4316,1468,733,6422
636,470,652,463,865,2902,4194,4364,4400,1373,682,6422
637,490,646,449,867,2947,4134,4408,4292,1394,700,6422
638,504,723,501,925,2983,4163,4372,4307,1517,801,6422
639,480,664,499,962,2850,4080,4464,4171,1574,855,6422
640,497,692,481,937,3017,4233,4440,4316,1468,733,6422
641,470,652,463,865,2902,4194,4364,4400,1373,682,6422
642,511,658,470,937,3017,4233,4360,4316,1468,733,6422
643,523,725,468,937,3017,4233,4448,4316,1468,733,6422
644,497,698,476,991,2885,4019,4416,4193,1573,849,6422
645,523,725,468,937,3017,4233,4448,4316,1468,733,6422
646,496,677,496,991,2885,4019,4468,4193,1573,849,6422
647,464,651,461,865,2902,4194,4428,4400,1373,682,6422
648,470,652,463,865,2902,4194,4364,4400,1373,682,6422
649,490,646,449,867,2947,4134,4408,4292,1394,700,6422
650,497,692,481,937,3017,4233,4440,4316,1468,733,6422
651,464,651,461,865,2902,4194,4428,4400,1373,682,6422
652,470,652,463,865,2902,4194,4364,4400,1373,682,6422
653,568,742,598,962,2850,4080,4046,4171,1574,855,6422
654,490,646,449,867,2947,4134,4408,4292,1394,700,6422
655,470,652,463,865,2902,4194,4364,4400,1373,682,6422
656,507,735,475,925,2983,4163,4440,4307,1517,801,6422
657,460,669,450,925,2983,4163,4320,4307,1517,801,6422
658,476,655,467,867,2947,4134,4428,4292,1394,700,6422
659,490,646,449,867,2947,4134,4408,4292,1394,700,6422
660,504,655,465,865,2902,4194,4448,4400,1373,682,6422
661,476,655,467,867,2947,4134,4428,4292,1394,700,6422
662,507,735,475,925,2983,4163,4440,4307,1517,801,6422
663,470,652,463,865,2902,4194,4364,4400,1373,682,6422
664,526,750,547,962,2850,4080,4072,4171,1574,855,6422
665,460,669,450,925,2983,4163,4320,4307,1517,801,6422
666,496,677,496,991,2885,4019,4468,4193,1573,849,6422
667,460,669,450,925,2983,4163,4320,4307,1517,801,6422
668,511,658,470,937,3017,4233,4360,4316,1468,733,6422
669,504,655,465,865,2902,4194,4448,4400,1373,682,6422
670,470,652,463,865,2902,4194,4364,4400,1373,682,6422
671,497,692,481,937,3017,4233,4440,4316,1468,733,6422
672,484,642,447,867,2947,4134,4408,4292,1394,700,6422
673,480,664,499,962,2850,4080,4464,4171,1574,855,6422
674,507,735,475,925,2983,4163,4440,4307,1517,801,6422
675,526,750,547,962,2850,4080,4072,4171,1574,855,6422
676,484,653,460,867,2947,4134,4352,4292,1394,700,6422
677,480,664,499,962,2850,4080,4464,4171,1574,855,6422
678,484,653,460,867,2947,4134,4352,4292,1394,700,6422
679,470,652,463,865,2902,4194,4364,4400,1373,682,6422
680,470,652,463,865,2902,4194,4364,4400,1373,682,6422
681,476,655,467,867,2947,4134,4428,4292,1394,700,6422
682,497,692,481,937,3017,4233,4440,4316,1468,733,6422
683,511,658,470,937,3017,4233,4360,4316,1468,733,6422
684,487,681,458,925,2983,4163,4220,4307,1517,801,6422
685,460,669,450,925,2983,4163,4320,4307,1517,801,6422
686,487,681,458,925,2983,4163,4220,4307,1517,801,6422
687,497,682,538,991,2885,4019,4252,4193,1573,849,6422
688,507,735,475,925,2983,4163,4440,4307,1517,801,6422
689,497,692,481,937,3017,4233,4440,4316,1468,733,6422
690,511,658,470,937,3017,4233,4360,4316,1468,733,6422
691,484,642,447,867,2947,4134,4408,4292,1394,700,6422
692,456,671,473,937,3017,4233,4284,4316,1468,733,6422
693,504,723,501,925,2983,4163,4372,4307,1517,801,6422
694,470,652,463,865,2902,4194,4364,4400,1373,682,6422
695,496,677,496,991,2885,4019,4468,4193,1573,849,6422
696,494,659,470,865,2902,4194,4468,4400,1373,682,6422
697,470,652,463,865,2902,4194,4364,4400,1373,682,6422
698,504,655,465,865,2902,4194,4448,4400,1373,682,6422
699,456,671,473,937,3017,4233,4284,4316,1468,733,6422
700,484,642,447,867,2947,4134,4408,4292,1394,700,6422
701,526,750,547,962,2850,4080,4072,4171,1574,855,6422
702,497,692,481,937,3017,4233,4440,4316,1468,733,6422
703,496,677,496,991,2885,4019,4468,4193,1573,849,6422
704,484,642,447,867,2947,4134,4408,4292,1394,700,6422
705,456,671,473,937,3017,4233,4284,4316,1468,733,6422
706,456,671,473,937,3017,4233,4284,4316,1468,733,6422
707,496,677,496,991,2885,4019,4468,4193,1573,849,6422
708,504,723,501,925,2983,4163,4372,4307,1517,801,6422
709,504,655,465,865,2902,4194,4448,4400,1373,682,6422
710,507,735,475,925,2983,4163,4440,4307,1517,801,6422
711,487,638,475,962,2850,4080,4468,4171,1574,855,6422
712,476,655,467,867,2947,4134,4428,4292,1394,700,6422
713,497,698,476,991,2885,4019,4416,4193,1573,849,6422
714,484,642,447,867,2947,4134,4408,4292,1394,700,6422
715,484,642,447,867,2947,4134,4408,4292,1394,700,6422
716,526,750,547,962,2850,4080,4072,4171,1574,855,6422
717,497,698,476,991,2885,4019,4416,4193,1573,849,6422
718,496,677,496,991,2885,4019,4468,4193,1573,849,6422
719,497,698,476,991,2885,4019,4416,4193,1573,849,6422
720,496,677,496,991,2885,4019,4468,4193,1573,849,6422
721,496,677,496,991,2885,4019,4468,4193,1573,849,6422
722,470,652,463,865,2902,4194,4364,4400,1373,682,6422
723,470,652,463,865,2902,4194,4364,4400,1373,682,6422
724,460,669,450,925,2983,4163,4320,4307,1517,801,6422
725,496,677,496,991,2885,4019,4468,4193,1573,849,6422
726,460,669,450,925,2983,4163,4320,4307,1517,801,6422
727,511,658,470,937,3017,4233,4360,4316,1468,733,6422
728,511,658,470,937,3017,4233,4360,4316,1468,733,6422
729,487,681,458,925,2983,4163,4220,4307,1517,801,6422
730,497,692,481,937,3017,4233,4440,4316,1468,733,6422
731,460,669,450,925,2983,4163,4320,4307,1517,801,6422
732,484,642,447,867,2947,4134,4408,4292,1394,700,6422
733,456,671,473,937,3017,4233,4284,4316,1468,733,6422
734,460,669,450,925,2983,4163,4320,4307,1517,801,6422
735,487,681,458,925,2983,4163,4220,4307,1517,801,6422
736,496,677,496,991,2885,4019,4468,4193,1573,849,6422
737,470,652,463,865,2902,4194,4364,4400,1373,682,6422
738,504,655,465,865,2902,4194,4448,4400,1373,682,6422
739,476,655,467,867,2947,4134,4428,4292,1394,700,6422
740,480,664,499,962,2850,4080,4464,4171,1574,855,6422
741,507,735,475,925,2983,4163,4440,4307,1517,801,6422
742,523,725,468,937,3017,4233,4448,4316,1468,733,6422
743,484,653,460,867,2947,4134,4352,4292,1394,700,6422
744,504,655,465,865,2902,4194,4448,4400,1373,682,6422
745,511,658,470,937,3017,4233,4360,4316,1468,733,6422
746,496,677,496,991,2885,4019,4468,4193,1573,849,6422
747,480,664,499,962,2850,4080,4464,4171,1574,855,6422
748,476,655,467,867,2947,4134,4428,4292,1394,700,6422
749,511,658,470,937,3017,4233,4360,4316,1468,733,6422
750,504,655,465,865,2902,4194,4448,4400,1373,682,6422
751,464,651,461,865,2902,4194,4428,4400,1373,682,6422
752,504,655,465,865,2902,4194,4448,4400,1373,682,6422
753,1530,1768,1784,2025,2189,2223,2198,2247,2365,2197,6422
754,1560,1760,1748,2025,2189,2223,2220,2247,2365,2197,6422
755,1584,1768,1744,1989,2191,2234,2264,2236,2324,2123,6422
756,1560,1760,1748,2025,2189,2223,2220,2247,2365,2197,6422
757,1580,1764,1764,1989,2183,2238,2274,2230,2316,2163,6422
758,1548,1768,1754,2025,2189,2223,2260,2247,2365,2197,6422
759,1550,1768,1738,1989,2183,2238,2268,2230,2316,2163,6422
760,1546,1722,1702,1959,2175,2227,2198,2232,2241,2022,6422
761,1580,1764,1764,1989,2183,2238,2274,2230,2316,2163,6422
762,1564,1714,1742,1967,2206,2277,2226,2299,2279,2000,6422
763,1566,1742,1754,1989,2183,2238,2264,2230,2316,2163,6422
764,1564,1714,1742,1967,2206,2277,2226,2299,2279,2000,6422
765,1592,1736,1754,1994,2213,2265,2232,2310,2384,2152,6422
766,1584,1768,1744,1989,2191,2234,2264,2236,2324,2123,6422
767,1550,1764,1712,1989,2191,2234,2244,2236,2324,2123,6422
768,1550,1764,1712,1989,2191,2234,2244,2236,2324,2123,6422
769,1546,1702,1732,1967,2206,2277,2288,2299,2279,2000,6422
770,1560,1760,1774,1989,2183,2238,2260,2230,2316,2163,6422
771,1520,1736,1694,1967,2206,2277,2160,2299,2279,2000,6422
772,1546,1722,1702,1959,2175,2227,2198,2232,2241,2022,6422
773,1580,1768,1740,1994,2213,2265,2254,2310,2384,2152,6422
774,1584,1768,1744,1989,2191,2234,2264,2236,2324,2123,6422
775,1564,1714,1742,1967,2206,2277,2226,2299,2279,2000,6422
776,1566,1742,1754,1989,2183,2238,2264,2230,2316,2163,6422
777,1546,1702,1732,1967,2206,2277,2288,2299,2279,2000,6422
778,1550,1764,1712,1989,2191,2234,2244,2236,2324,2123,6422
779,1588,1736,1740,1959,2175,2227,2230,2232,2241,2022,6422
780,1550,1764,1712,1989,2191,2234,2244,2236,2324,2123,6422
781,1566,1718,1744,1989,2191,2234,2250,2236,2324,2123,6422
782,1542,1710,1654,1967,2206,2277,2236,2299,2279,2000,6422
783,1564,1714,1742,1967,2206,2277,2226,2299,2279,2000,6422
784,1566,1742,1754,1989,2183,2238,2264,2230,2316,2163,6422
785,1580,1768,1740,1994,2213,2265,2254,2310,2384,2152,6422
786,1588,1736,1740,1959,2175,2227,2230,2232,2241,2022,6422
787,1580,1764,1764,1989,2183,2238,2274,2230,2316,2163,6422
788,1584,1768,1744,1989,2191,2234,2264,2236,2324,2123,6422
789,1584,1768,1744,1989,2191,2234,2264,2236,2324,2123,6422
790,1580,1764,1764,1989,2183,2238,2274,2230,2316,2163,6422
791,1592,1736,1754,1994,2213,2265,2232,2310,2384,2152,6422
792,1548,1768,1754,2025,2189,2223,2260,2247,2365,2197,6422
793,1530,1768,1784,2025,2189,2223,2198,2247,2365,2197,6422
794,1560,1760,1774,1989,2183,2238,2260,2230,2316,2163,6422
795,1520,1736,1694,1967,2206,2277,2160,2299,2279,2000,6422
796,1580,1768,1740,1994,2213,2265,2254,2310,2384,2152,6422
797,1580,1764,1764,1989,2183,2238,2274,2230,2316,2163,6422
798,1592,1736,1754,1994,2213,2265,2232,2310,2384,2152,6422
799,1588,1736,1740,1959,2175,2227,2230,2232,2241,2022,6422
800,1550,1692,1732,1959,2175,2227,2222,2232,2241,2022,6422
801,1548,1768,1754,2025,2189,2223,2260,2247,2365,2197,6422
802,1520,1736,1694,1967,2206,2277,2160,2299,2279,2000,6422
803,1574,1722,1722,1994,2213,2265,2248,2310,2384,2152,6422
804,1520,1736,1694,1967,2206,2277,2160,2299,2279,2000,6422
805,1588,1736,1740,1959,2175,2227,2230,2232,2241,2022,6422
806,1580,1764,1764,1989,2183,2238,2274,2230,2316,2163,6422
807,1560,1760,1774,1989,2183,2238,2260,2230,2316,2163,6422
808,1564,1714,1742,1967,2206,2277,2226,2299,2279,2000,6422
809,1588,1736,1740,1959,2175,2227,2230,2232,2241,2022,6422
810,1588,1736,1740,1959,2175,2227,2230,2232,2241,2022,6422
